code,backend,einsum_string,dim_sizes,cont_path,num_flops,time_compile_mean,time_eval_mean,gflops_eval_mean,gflops_total_mean,time_compile_std_dev,time_eval_std_dev,gflops_eval_std_dev,gflops_total_std_dev,num_samples
at::einsum,eigen,"abdfe,cf->abcde","48,36,24,36,48,36",,5088116736,0.0,0.0,0.0,31.208611,0.0,0.0,0.0,0.2066035039818439,100
at::einsum,eigen,"acdfe,bf->abcde","48,24,36,36,48,36",,5088116736,0.0,0.0,0.0,31.239537000000006,0.0,0.0,0.0,0.07716653597082992,100
at::einsum,eigen,"abed,ce->abcd","96,84,24,96,96",,3548676096,0.0,0.0,0.0,42.214489,0.0,0.0,0.0,0.16935465858023613,100
at::einsum,eigen,"abcfe,df->abcde","48,36,36,24,48,48",,6808043520,0.0,0.0,0.0,35.209345,0.0,0.0,0.0,0.15318263172310417,100
at::einsum,eigen,"aced,be->abcd","96,24,84,96,84",,3102769152,0.0,0.0,0.0,40.790059,0.0,0.0,0.0,0.17240152809032397,100
at::einsum,eigen,"jki,efghjk->efghi","6,64,6,64,24,6,64",,2714370048,0.0,0.0,0.0,99.09717100000002,0.0,0.0,0.0,0.4366543568227888,100
at::einsum,eigen,"abed,ce->abcd","96,84,24,84,96",,3105091584,0.0,0.0,0.0,40.978429,0.0,0.0,0.0,0.2770536834152171,100
at::einsum,eigen,"bcgf,adeg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,81.08191799999999,0.0,0.0,0.0,0.5270268548502376,100
at::einsum,eigen,"bdgf,aceg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,86.14454899999998,0.0,0.0,0.0,0.6089664712693982,100
at::einsum,eigen,"acgf,bdeg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,86.241266,0.0,0.0,0.0,0.6040541823346315,100
at::einsum,eigen,"abgf,cdeg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,86.391966,0.0,0.0,0.0,0.5826387324660951,100
at::einsum,eigen,"efhjki,gjk->efghi","6,64,24,4,94,6,64",,2657820672,0.0,0.0,0.0,47.946314,0.0,0.0,0.0,0.2938150617464853,100
at::einsum,eigen,"bced,ae->abcd","96,84,84,84,96",,10867820544,0.0,0.0,0.0,155.98700000000002,0.0,0.0,0.0,0.5379255890863894,100
at::einsum,eigen,"aced,be->abcd","96,84,84,84,96",,10867820544,0.0,0.0,0.0,134.43524,0.0,0.0,0.0,0.8508180035421886,100
at::einsum,eigen,"abed,ce->abcd","96,84,84,84,96",,10867820544,0.0,0.0,0.0,134.47573999999997,0.0,0.0,0.0,0.9148213560774331,100
at::einsum,eigen,"aedc,ebd->abc","96,84,84,84,96",,10924042752,0.0,0.0,0.0,174.26632999999998,0.0,0.0,0.0,1.1546019039767212,100
at::einsum,eigen,"gkiljh,ekilfj->efgh","6,64,4,94,6,64,6,64",,42580429824,0.0,0.0,0.0,214.20959,0.0,0.0,0.0,1.1512386047868248,100
at::einsum,eigen,"gikljh,eiklfj->efgh","6,64,4,94,4,94,6,64",,41693334528,0.0,0.0,0.0,226.71159000000003,0.0,0.0,0.0,1.1932247884864713,100
at::einsum,eigen,"efiklj,ghkl->efghij","6,64,4,94,4,94,6,64",,41639190528,0.0,0.0,0.0,424.17893999999995,0.0,0.0,0.0,1.1745997626528981,100
at::einsum,eigen,"efiklj,ghkl->efghij","6,64,6,64,4,94,4,94",,41638035456,0.0,0.0,0.0,424.92833999999993,0.0,0.0,0.0,1.175225499272977,100
at::einsum,eigen,"fihg,dieh->defg","151,48,181,40,151,48",,760632662400,0.0,0.0,0.0,860.3856399999999,0.0,0.0,0.0,1.912130069959789,100
at::einsum,eigen,"cefd,aebf->abcd","96,84,84,84,84,96",,917619591168,0.0,0.0,0.0,907.7219700000002,0.0,0.0,0.0,2.631288755390107,100
at::einsum,eigen,"aefd,becf->abcd","96,84,84,84,96,96",,1048716232704,0.0,0.0,0.0,910.55212,0.0,0.0,0.0,2.70025898600767,100
at::einsum,eigen,"cfed,afbe->abcd","96,84,84,96,84,84",,917611462656,0.0,0.0,0.0,872.71986,0.0,0.0,0.0,2.6808981949557804,100
