code,backend,einsum_string,dim_sizes,cont_path,num_flops,time_compile_mean,time_eval_mean,gflops_eval_mean,gflops_total_mean,time_compile_std_dev,time_eval_std_dev,gflops_eval_std_dev,gflops_total_std_dev,num_samples
at::einsum,eigen,"abdfe,cf->abcde","48,36,24,36,48,36",,5088116736,0.0,0.0,0.0,553.23147,0.0,0.0,0.0,19.75443000282379,100
at::einsum,eigen,"acdfe,bf->abcde","48,24,36,36,48,36",,5088116736,0.0,0.0,0.0,552.53525,0.0,0.0,0.0,22.015898001572786,100
at::einsum,eigen,"abed,ce->abcd","96,84,24,96,96",,3548676096,0.0,0.0,0.0,615.40783,0.0,0.0,0.0,45.332359148190214,100
at::einsum,eigen,"abcfe,df->abcde","48,36,36,24,48,48",,6808043520,0.0,0.0,0.0,608.06952,0.0,0.0,0.0,33.808372411889486,100
at::einsum,eigen,"aced,be->abcd","96,24,84,96,84",,3102769152,0.0,0.0,0.0,608.32459,0.0,0.0,0.0,10.17964786267088,100
at::einsum,eigen,"jki,efghjk->efghi","6,64,6,64,24,6,64",,2714370048,0.0,0.0,0.0,203.19861,0.0,0.0,0.0,7.66821833032388,100
at::einsum,eigen,"abed,ce->abcd","96,84,24,84,96",,3105091584,0.0,0.0,0.0,628.0184499999999,0.0,0.0,0.0,57.38373222233938,100
at::einsum,eigen,"bcgf,adeg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,173.03681,0.0,0.0,0.0,7.3168439237105085,100
at::einsum,eigen,"bdgf,aceg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,375.67877999999996,0.0,0.0,0.0,16.272654868716522,100
at::einsum,eigen,"acgf,bdeg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,378.28725999999995,0.0,0.0,0.0,17.040267215040966,100
at::einsum,eigen,"abgf,cdeg->abcdef","24,20,20,24,20,20,24",,4331520000,0.0,0.0,0.0,330.40561,0.0,0.0,0.0,28.237070028167878,100
at::einsum,eigen,"efhjki,gjk->efghi","6,64,24,4,94,6,64",,2657820672,0.0,0.0,0.0,455.2155,0.0,0.0,0.0,38.85934704206124,100
at::einsum,eigen,"bced,ae->abcd","96,84,84,84,96",,10867820544,0.0,0.0,0.0,1706.7564000000002,0.0,0.0,0.0,126.10937515530162,100
at::einsum,eigen,"aced,be->abcd","96,84,84,84,96",,10867820544,0.0,0.0,0.0,1518.746,0.0,0.0,0.0,113.61571086586378,100
at::einsum,eigen,"abed,ce->abcd","96,84,84,84,96",,10867820544,0.0,0.0,0.0,1532.58164,0.0,0.0,0.0,100.01158276086694,100
at::einsum,eigen,"aedc,ebd->abc","96,84,84,84,96",,10924042752,0.0,0.0,0.0,1306.04753,0.0,0.0,0.0,98.16745620708939,100
at::einsum,eigen,"gkiljh,ekilfj->efgh","6,64,4,94,6,64,6,64",,42580429824,0.0,0.0,0.0,1240.1466000000003,0.0,0.0,0.0,46.01957864459716,100
at::einsum,eigen,"gikljh,eiklfj->efgh","6,64,4,94,4,94,6,64",,41693334528,0.0,0.0,0.0,1329.3281999999997,0.0,0.0,0.0,50.415869022089915,100
at::einsum,eigen,"efiklj,ghkl->efghij","6,64,4,94,4,94,6,64",,41639190528,0.0,0.0,0.0,3577.8596000000002,0.0,0.0,0.0,188.29108258129583,100
at::einsum,eigen,"efiklj,ghkl->efghij","6,64,6,64,4,94,4,94",,41638035456,0.0,0.0,0.0,3770.719199999999,0.0,0.0,0.0,249.05263199654016,100
at::einsum,eigen,"fihg,dieh->defg","151,48,181,40,151,48",,760632662400,0.0,0.0,0.0,5035.0149,0.0,0.0,0.0,55.83494361305229,100
at::einsum,eigen,"cefd,aebf->abcd","96,84,84,84,84,96",,917619591168,0.0,0.0,0.0,4642.0803000000005,0.0,0.0,0.0,46.58242440605104,100
at::einsum,eigen,"aefd,becf->abcd","96,84,84,84,96,96",,1048716232704,0.0,0.0,0.0,4977.121,0.0,0.0,0.0,28.661913224643058,100
at::einsum,eigen,"cfed,afbe->abcd","96,84,84,96,84,84",,917611462656,0.0,0.0,0.0,4670.200400000001,0.0,0.0,0.0,44.363481636010995,100
